volume,open,high,low,close,caldt
105156989.0,140.0,141.9,138.65,140.22,2024-12-24
116519090.0,139.7,140.85,137.73,139.93,2024-12-26
170582603.0,138.55,139.02,134.71,137.01,2024-12-27
167734700.0,134.83,140.27,134.02,137.49,2024-12-30
155659211.0,138.03,138.07,133.83,134.29,2024-12-31
198247166.0,136.0,138.88,134.63,138.31,2025-01-02
229322478.0,140.01,144.9,139.73,144.47,2025-01-03
265377359.0,148.59,152.156,147.8201,149.43,2025-01-06
351782174.0,153.03,153.13,140.01,140.14,2025-01-07
227349948.0,142.58,143.95,137.56,140.11,2025-01-08
207602514.0,137.45,139.92,134.22,135.91,2025-01-10
204808914.0,129.99,133.49,129.51,133.23,2025-01-13
195590485.0,136.05,136.38,130.05,131.76,2025-01-14
185217338.0,133.65,136.45,131.29,136.24,2025-01-15
209235583.0,138.64,138.75,133.49,133.57,2025-01-16
201188760.0,136.69,138.5,135.4649,137.71,2025-01-17
197748985.0,139.16,141.83,137.09,140.83,2025-01-21
237651395.0,144.66,147.79,143.67,147.07,2025-01-22
155915549.0,145.05,147.23,143.72,147.22,2025-01-23
234657635.0,148.37,148.97,141.88,142.62,2025-01-24
818830895.0,124.8,128.4,116.7,118.42,2025-01-27
579666350.0,121.81,129.0,116.25,128.99,2025-01-28
467120640.0,126.5,126.89,120.05,123.7,2025-01-29
392925469.0,123.1,125.0,118.1,124.65,2025-01-30
390372899.0,123.78,127.85,119.19,120.07,2025-01-31
371235677.0,114.75,118.57,113.01,116.66,2025-02-03
256550040.0,116.96,121.2,116.7,118.65,2025-02-04
263110629.0,121.76,125.0,120.76,124.83,2025-02-05
251483574.0,127.42,128.77,125.21,128.68,2025-02-06
228186298.0,129.22,130.37,125.0,129.84,2025-02-07
216989086.0,130.09,135.0,129.96,133.57,2025-02-10
178902379.0,132.58,134.48,131.02,132.8,2025-02-11
160278552.0,130.02,132.24,129.08,131.14,2025-02-12
197429975.0,131.555,136.5,131.17,135.29,2025-02-13
195479557.0,136.48,139.25,135.5,138.85,2025-02-14
219176627.0,141.27,143.44,137.925,139.4,2025-02-18
167536006.0,139.51,141.36,137.22,139.23,2025-02-19
143903583.0,140.03,140.66,136.7901,140.11,2025-02-20
228217585.0,140.04,141.46,134.03,134.43,2025-02-21
251381137.0,136.56,138.59,130.08,130.28,2025-02-24
271428711.0,129.98,130.2,124.44,126.63,2025-02-25
322553814.0,129.985,133.73,128.49,131.28,2025-02-26
443175846.0,135.0,135.01,120.01,120.15,2025-02-27
389091145.0,118.02,125.09,116.4,124.92,2025-02-28
411381373.0,123.51,123.7,112.28,114.06,2025-03-03
398163305.0,110.645,119.31,110.11,115.99,2025-03-04
284337886.0,117.58,118.2781,114.51,117.3,2025-03-05
321181861.0,113.53,115.35,110.22,110.57,2025-03-06
341755468.0,111.25,113.48,107.56,112.69,2025-03-07
366487363.0,109.9,111.85,105.46,106.98,2025-03-10
354865692.0,106.99,112.236,104.77,108.76,2025-03-11
323857454.0,114.12,116.76,112.88,115.74,2025-03-12
299033131.0,117.03,117.76,113.79,115.58,2025-03-13
277593455.0,118.61,121.88,118.15,121.67,2025-03-14
255501481.0,122.74,122.89,118.03,119.53,2025-03-17
299686944.0,118.0,119.02,114.54,115.43,2025-03-18
273426225.0,117.27,120.445,115.68,117.52,2025-03-19
248829749.0,116.55,120.2,116.47,118.53,2025-03-20
266498528.0,116.94,117.99,115.42,117.7,2025-03-21
228452534.0,119.88,122.22,119.34,121.41,2025-03-24
167447198.0,120.545,121.29,118.92,120.69,2025-03-25
296431667.0,118.73,118.84,112.71,113.76,2025-03-26
236902055.0,111.35,114.45,110.66,111.43,2025-03-27
229872549.0,111.485,112.87,109.0701,109.67,2025-03-28
299212653.0,105.13,110.955,103.65,108.38,2025-03-31
222614034.0,108.515,110.2,106.47,110.15,2025-04-01
220601243.0,107.29,111.98,106.79,110.42,2025-04-02
338769412.0,103.51,105.63,101.6,101.8,2025-04-03
532273810.0,98.91,100.13,92.11,94.31,2025-04-04
611041347.0,87.46,101.75,86.62,97.64,2025-04-07
476243392.0,103.805,105.85,94.46,96.3,2025-04-08
612918336.0,98.89,115.1,97.5301,114.33,2025-04-09
437812353.0,109.37,110.86,99.15,107.57,2025-04-10
313417265.0,108.5,111.5499,107.48,110.93,2025-04-11
264705049.0,114.11,114.29,109.07,110.71,2025-04-14
228966900.0,110.97,113.615,110.5,112.2,2025-04-15
397016870.0,104.55,106.79,100.45,104.49,2025-04-16
292517465.0,104.45,104.47,100.05,101.49,2025-04-17
288501136.0,98.77,99.44,95.04,96.91,2025-04-21
241004784.0,98.78,99.811,97.28,98.89,2025-04-22
247525971.0,104.52,104.8,102.02,102.71,2025-04-23
220815041.0,103.475,106.54,103.11,106.43,2025-04-24
251064672.0,106.85,111.92,105.73,111.01,2025-04-25
207708479.0,109.69,110.3699,106.02,108.73,2025-04-28
170444263.0,107.67,110.1999,107.44,109.02,2025-04-29
235044611.0,104.47,108.92,104.08,108.92,2025-04-30
236121507.0,113.08,114.94,111.3,111.61,2025-05-01
190194778.0,114.18,115.4,113.37,114.5,2025-05-02
133163241.0,112.905,114.665,112.66,113.82,2025-05-05
158525621.0,111.48,114.74,110.822,113.54,2025-05-06
207827821.0,113.045,117.68,112.2818,117.06,2025-05-07
198428122.0,118.25,118.68,115.85,117.37,2025-05-08
132972189.0,117.35,118.23,115.21,116.65,2025-05-09
225023345.0,121.97,123.0,120.28,123.0,2025-05-12
330430105.0,124.98,131.2189,124.47,129.93,2025-05-13
281180830.0,133.195,135.435,131.68,135.34,2025-05-14
226632563.0,134.295,136.3,132.66,134.83,2025-05-15
226542451.0,136.22,136.35,133.46,135.4,2025-05-16
193154571.0,132.39,135.87,132.39,135.57,2025-05-19
161514247.0,134.29,134.58,132.62,134.38,2025-05-20
270608738.0,133.06,137.4,130.59,131.8,2025-05-21
187343954.0,132.23,134.25,131.55,132.83,2025-05-22
198821324.0,130.0,132.68,129.16,131.29,2025-05-23
192953613.0,134.15,135.66,133.31,135.5,2025-05-27
304021146.0,136.025,137.25,134.79,134.81,2025-05-28
370615167.0,142.245,143.49,137.91,139.19,2025-05-29
333170851.0,138.715,139.62,132.92,135.13,2025-05-30
197663116.0,135.49,138.12,135.4,137.38,2025-06-02
225578783.0,138.78,142.0,137.95,141.22,2025-06-03
167120819.0,142.19,142.39,139.545,141.92,2025-06-04
232410759.0,142.17,144.0,138.83,139.99,2025-06-05
153986153.0,142.51,143.27,141.51,141.72,2025-06-06
185114494.0,143.19,145.0,141.94,142.63,2025-06-09
155881897.0,142.69,144.29,141.525,143.96,2025-06-10
167694044.0,144.61,144.99,141.87,142.83,2025-06-11
162364991.0,141.97,145.0,141.85,145.0,2025-06-12
180820565.0,142.48,143.58,140.855,141.97,2025-06-13
183133666.0,143.345,146.175,143.2001,144.69,2025-06-16
139108000.0,144.49,145.22,143.78,144.12,2025-06-17
161494121.0,144.005,145.65,143.12,145.48,2025-06-18
242956157.0,145.45,146.2,142.65,143.85,2025-06-20
154308941.0,142.5,144.78,142.03,144.17,2025-06-23
187566121.0,145.56,147.96,145.5,147.9,2025-06-24
269146471.0,149.27,154.45,149.26,154.31,2025-06-25
198145746.0,155.975,156.715,154.0,155.02,2025-06-26
263234539.0,156.04,158.71,155.255,157.75,2025-06-27
194580316.0,158.4,158.66,155.96,157.99,2025-06-30
213143621.0,156.29,157.2,151.49,153.3,2025-07-01
171224111.0,152.98,157.6,152.97,157.25,2025-07-02
143716055.0,158.37,160.98,157.77,159.34,2025-07-03
140138975.0,158.2,159.31,157.342,158.24,2025-07-07
138133025.0,159.33,160.22,158.39,160.0,2025-07-08
183656443.0,161.22,164.42,161.16,162.88,2025-07-09
167704075.0,164.32,164.5,161.61,164.1,2025-07-10
193633263.0,163.715,167.89,163.47,164.92,2025-07-11
136975754.0,165.37,165.49,162.02,164.07,2025-07-14
230627350.0,171.19,172.4,169.195,170.7,2025-07-15
158831509.0,171.06,171.75,168.9,171.37,2025-07-16
160841119.0,172.02,174.16,170.83,173.0,2025-07-17
146456416.0,173.64,174.25,171.26,172.41,2025-07-18
123126136.0,172.75,173.38,171.0,171.38,2025-07-21
193114327.0,171.34,171.39,164.58,167.03,2025-07-22
154082197.0,169.53,171.26,167.97,170.78,2025-07-23
128984628.0,172.44,173.83,171.3,173.74,2025-07-24
122316792.0,173.61,174.72,172.96,173.5,2025-07-25
140023521.0,174.02,177.0,173.97,176.75,2025-07-28
154077512.0,177.96,179.38,175.02,175.51,2025-07-29
174312208.0,176.51,179.89,176.04,179.27,2025-07-30
221685446.0,182.9,183.3,175.93,177.87,2025-07-31
204528985.0,174.09,176.54,170.89,173.72,2025-08-01
148174609.0,175.16,180.2,174.52,180.0,2025-08-04
156407621.0,179.62,180.26,175.9,178.26,2025-08-05
137192265.0,176.325,179.9,176.25,179.42,2025-08-06
151878365.0,181.57,183.88,178.795,180.77,2025-08-07
123396679.0,181.55,183.3,180.4,182.7,2025-08-08
138323191.0,182.05,183.84,180.25,182.06,2025-08-11
145729202.0,182.96,184.48,179.46,183.16,2025-08-12
179871724.0,182.615,183.97,179.35,181.59,2025-08-13
129553959.0,179.75,183.02,179.46,182.02,2025-08-14
156602161.0,181.88,181.9,178.0417,180.45,2025-08-15
132007959.0,180.6,182.9375,180.59,182.01,2025-08-18
185229219.0,182.43,182.5,175.49,175.64,2025-08-19
215142725.0,175.165,176.0,168.801,175.4,2025-08-20
140040850.0,174.85,176.9,173.81,174.98,2025-08-21
172789427.0,172.61,178.59,171.2,177.99,2025-08-22
163012789.0,178.35,181.91,176.57,179.81,2025-08-25
168688186.0,180.055,182.39,178.81,181.77,2025-08-26
235518949.0,181.98,182.49,179.1,181.6,2025-08-27
281787824.0,180.82,184.47,176.41,180.17,2025-08-28
243257873.0,178.11,178.15,173.145,174.18,2025-08-29
231164853.0,170.0,172.379,167.22,170.78,2025-09-02
164424873.0,171.06,172.41,168.875,170.62,2025-09-03
141670144.0,170.57,171.86,169.41,171.66,2025-09-04
224441435.0,168.03,169.03,164.07,167.02,2025-09-05
163769133.0,167.55,170.96,167.35,168.31,2025-09-08
157548392.0,169.09,170.98,166.7401,170.76,2025-09-09
226852020.0,176.64,179.29,175.47,177.33,2025-09-10
151159274.0,179.68,180.28,176.48,177.17,2025-09-11
124911026.0,177.77,178.595,176.45,177.82,2025-09-12
147061559.0,175.67,178.85,174.51,177.75,2025-09-15
140737775.0,177.0,177.5,174.38,174.88,2025-09-16
211843817.0,172.64,173.2,168.41,170.29,2025-09-17
191763313.0,173.98,177.1,172.96,176.24,2025-09-18
237182143.0,175.77,178.08,175.18,176.67,2025-09-19
269637001.0,175.3,184.55,174.7053,183.61,2025-09-22
192559552.0,181.97,182.42,176.21,178.43,2025-09-23
143564116.0,179.77,179.78,175.4,176.97,2025-09-24
191586733.0,174.48,180.26,173.125,177.69,2025-09-25
148573732.0,178.17,179.77,174.93,178.19,2025-09-26
193063455.0,180.425,184.0,180.32,181.85,2025-09-29
236981032.0,182.08,187.35,181.48,186.58,2025-09-30
173844901.0,185.24,188.14,183.9,187.24,2025-10-01
136805821.0,189.6,191.05,188.06,188.89,2025-10-02
137596896.0,189.19,190.36,185.38,187.62,2025-10-03
157678104.0,185.5,187.23,183.33,185.54,2025-10-06
140088008.0,186.23,189.06,184.0,185.04,2025-10-07
130168861.0,186.57,189.6,186.54,189.11,2025-10-08
182997234.0,192.225,195.3,191.06,192.57,2025-10-09
268774359.0,193.505,195.62,182.05,183.16,2025-10-10
153482755.0,187.965,190.1099,185.96,188.32,2025-10-13
205641380.0,184.77,184.8,179.7,180.03,2025-10-14
214450482.0,184.8,184.87,177.29,179.83,2025-10-15
179723309.0,182.23,183.28,179.77,181.81,2025-10-16
173135217.0,180.18,184.1,179.75,183.22,2025-10-17
128541265.0,183.13,185.2,181.73,182.64,2025-10-20
124240168.0,182.785,182.785,179.8,181.16,2025-10-21
162249552.0,181.14,183.44,176.76,180.28,2025-10-22
111357857.0,180.42,183.03,179.7901,182.16,2025-10-23
131284997.0,183.835,187.47,183.5,186.26,2025-10-24
153451565.0,189.99,192.0,188.4318,191.49,2025-10-27
297970590.0,193.05,203.15,191.91,201.03,2025-10-28
308822352.0,207.98,212.1899,204.775,207.04,2025-10-29
178859778.0,205.15,206.16,201.41,202.89,2025-10-30
179798344.0,206.45,207.97,202.07,202.49,2025-10-31
180265342.0,208.08,211.335,205.56,206.88,2025-11-03
188894759.0,203.0,203.9699,197.93,198.69,2025-11-04
171348782.0,198.77,202.92,194.65,195.21,2025-11-05
223024989.0,196.42,197.62,186.38,188.08,2025-11-06
264939772.0,184.9,188.32,178.91,188.15,2025-11-07
198884804.0,195.11,199.94,193.79,199.05,2025-11-10
176446659.0,195.155,195.42,191.3,193.16,2025-11-11
154928125.0,195.72,195.89,191.13,193.8,2025-11-12
207420774.0,191.05,191.44,183.85,186.86,2025-11-13
186588499.0,182.86,191.01,180.58,190.17,2025-11-14
173623379.0,185.965,189.0,184.32,186.6,2025-11-17
213594749.0,183.375,184.8,179.65,181.36,2025-11-18
247238094.0,184.79,187.855,182.8301,186.52,2025-11-19
343500467.0,195.95,196.0,179.85,180.64,2025-11-20
346920745.0,181.235,184.56,172.93,178.88,2025-11-21
256589462.0,179.49,183.5,176.48,182.55,2025-11-24
320586750.0,174.91,178.16,169.55,177.82,2025-11-25
183807114.0,181.63,182.91,178.24,180.26,2025-11-26
121060999.0,179.01,179.29,176.5,177.0,2025-11-28
187740242.0,174.76,180.3,173.68,179.92,2025-12-01
182117064.0,181.76,185.66,180.0,181.46,2025-12-02
164982727.0,181.08,182.45,179.1101,179.59,2025-12-03
166889138.0,181.62,184.515,179.96,183.38,2025-12-04
143637787.0,183.89,184.66,180.91,182.41,2025-12-05
203785330.0,182.64,188.0,182.4,185.55,2025-12-08
144376088.0,185.56,185.7167,183.32,184.97,2025-12-09
162516200.0,184.965,185.48,182.035,183.78,2025-12-10
181661541.0,180.275,181.32,176.62,180.93,2025-12-11
203813551.0,181.11,182.82,174.62,175.02,2025-12-12
164506902.0,177.936,178.415,175.03,176.29,2025-12-15
148304950.0,176.26,178.49,174.9,177.72,2025-12-16
222339591.0,176.1,176.13,170.31,170.94,2025-12-17
175826146.0,174.53,176.15,171.82,174.14,2025-12-18
